Transaction_ID,barLicense,Item_ID,Cutsomer_ID,Quantity,Price
TID8510,BL167,IT4598,Q60249,5,35
TID4540,BL127,IT7193,P03320,4,36
TID5259,BL026,IT0492,D07109,3,30
TID2819,BL331,IT0851,J82508,6,42
TID5627,BL675,IT8265,V79112,5,45
TID1263,BL604,IT4509,U02134,3,27
TID1902,BL676,IT7337,B27127,4,24
TID6571,BL127,IT5379,L82519,1,5
TID9616,BL183,IT0797,S43417,2,18
TID8902,BL780,IT5867,G91964,1,8
TID7710,BL005,IT5550,T16527,1,8
TID5523,BL808,IT4540,U24984,5,35
TID2869,BL322,IT3378,P32691,6,60
TID8252,BL032,IT7112,K66353,2,10
TID0241,BL047,IT9523,T05241,1,7
TID7654,BL658,IT6728,C76725,4,28
TID6964,BL472,IT5870,K32902,5,50
TID8407,BL616,IT4409,H79443,2,20
TID0016,BL382,IT9984,O51053,4,40
TID0825,BL583,IT8815,Q34918,3,30
TID2143,BL657,IT8738,X75103,5,30
TID1286,BL457,IT5958,B17908,1,9
TID0104,BL087,IT1968,P08992,6,42
TID9221,BL139,IT7319,L43858,3,24
TID3435,BL359,IT0427,O80293,1,8
TID4525,BL914,IT0580,L92672,4,40
TID8180,BL909,IT7252,Q88639,2,14
TID3648,BL142,IT5628,T17928,4,40
TID2988,BL715,IT2214,W30258,5,40
TID3195,BL062,IT5228,M52889,1,9
TID3708,BL999,IT6599,Y07757,4,24
TID5530,BL947,IT7507,H64603,6,48
TID7576,BL338,IT0620,J91498,4,28
TID4166,BL189,IT0317,I28784,3,24
TID5485,BL864,IT3688,M33206,3,24
TID1973,BL011,IT3593,P24107,3,24
TID2918,BL894,IT1261,Y27225,2,18
TID7710,BL176,IT8585,Q55243,3,18
TID4780,BL797,IT6989,U23368,5,35
TID8339,BL486,IT0769,J57364,5,40
TID8585,BL583,IT6801,S48103,6,42
TID3347,BL541,IT1317,D88729,4,40
TID8539,BL049,IT1814,T81876,4,28
TID1205,BL623,IT3327,W41028,6,42
TID1781,BL183,IT1518,N01091,1,10
TID7690,BL508,IT0640,O47559,1,5
TID4248,BL336,IT8342,I57564,2,20
TID7776,BL416,IT7419,T10751,6,36
TID1429,BL340,IT0922,C22981,6,36
TID7232,BL713,IT3339,N72192,3,18
TID4239,BL485,IT1244,Z16410,2,12
TID2508,BL322,IT9028,N38941,1,8
TID1094,BL524,IT5619,J04903,3,24
TID4138,BL402,IT6736,W00858,6,54
TID2821,BL103,IT3428,P99195,5,45
TID2915,BL183,IT3735,C51907,5,35
TID3020,BL001,IT1249,J21799,2,20
TID0646,BL536,IT5732,S49406,1,8
TID5530,BL001,IT6093,G53447,5,40
TID0203,BL010,IT4951,I98105,2,14
TID0965,BL137,IT9317,P84731,5,25
TID4647,BL810,IT1968,N75530,3,18
TID1874,BL791,IT2190,L21727,3,27
TID7777,BL615,IT2122,E85991,3,30
TID4010,BL652,IT8976,M28676,6,60
TID4290,BL713,IT2920,L64479,5,25
TID5505,BL298,IT1978,P24804,2,18
TID2698,BL438,IT8182,O12437,1,9
TID7720,BL109,IT4919,A51662,4,36
TID3133,BL034,IT0780,G27494,3,18
TID5872,BL631,IT3206,H94447,6,30
TID9077,BL087,IT5334,K87542,1,7
TID5877,BL821,IT6078,X20979,6,42
TID1781,BL004,IT7097,B78936,1,7
TID7841,BL357,IT8996,K64617,2,16
TID8443,BL484,IT8952,P70334,3,30
TID3828,BL665,IT3972,V41739,6,48
TID5642,BL584,IT1743,M87295,6,36
TID1781,BL767,IT7599,G60233,3,18
TID9014,BL364,IT3378,E83656,3,24
TID4070,BL370,IT0677,E53651,4,40
TID8689,BL928,IT8115,R35592,5,30
TID7309,BL950,IT4862,R94886,6,48
TID8267,BL611,IT9717,W49123,3,30
TID3331,BL033,IT0132,F95898,4,32
TID5218,BL024,IT1473,L71898,1,8
TID2483,BL486,IT9469,K30390,5,40
TID8176,BL834,IT7740,T73314,1,9
TID0967,BL336,IT7715,K78842,5,35
TID8350,BL652,IT8976,N25847,6,60
TID8127,BL167,IT9339,T69519,2,18
TID5841,BL716,IT5101,R74866,2,14
TID1759,BL179,IT5867,K44683,2,20
TID0349,BL797,IT4956,V24147,2,20
TID5213,BL259,IT8582,B15461,5,50
TID9692,BL709,IT5600,T92186,1,7
TID3941,BL004,IT7608,F39683,1,10
TID9016,BL515,IT7233,D13633,6,30
TID3740,BL183,IT9717,C15267,4,40
TID2603,BL719,IT8818,P52706,3,27
TID6810,BL495,IT9814,M18454,3,18
TID2810,BL862,IT4605,X01219,2,18
TID3436,BL092,IT9984,O43778,2,14
TID8430,BL072,IT0838,V58016,2,12
TID3389,BL000,IT4496,Q45664,4,20
TID6663,BL880,IT8854,O56041,2,18
TID1339,BL460,IT1149,Q75161,3,18
TID6923,BL733,IT2145,Y93671,3,24
TID8258,BL480,IT7259,F93801,2,20
TID5080,BL689,IT7003,L41060,1,8
TID3980,BL747,IT0397,K01876,3,21
TID5611,BL868,IT4386,T64223,1,8
TID0780,BL899,IT3737,G63347,3,15
TID9635,BL170,IT3183,Y82856,2,14
TID8062,BL036,IT5925,R28824,1,6
TID9860,BL972,IT2840,Z05354,1,9
TID4628,BL057,IT4832,N00386,3,24
TID6671,BL661,IT7624,U37257,2,14
TID9400,BL895,IT3119,T03983,5,30
TID1337,BL058,IT5170,M95796,6,48
TID3893,BL588,IT4429,Y52477,6,42
TID5094,BL472,IT5870,L89316,6,60
TID0481,BL227,IT3670,R74645,3,15
TID4965,BL389,IT8241,Z51100,3,30
TID0056,BL049,IT2505,Y83727,1,7
TID9627,BL118,IT7768,W51110,3,18
TID3867,BL783,IT4298,N33106,5,25
TID6488,BL179,IT5867,X76770,3,30
TID2397,BL118,IT9440,W46002,1,5
TID0039,BL407,IT5763,N56923,6,30
TID8555,BL341,IT8625,M87544,3,27
TID6348,BL086,IT1317,E93035,4,20
TID7703,BL772,IT2103,I01461,6,36
TID7378,BL664,IT8003,Y24406,5,35
TID1918,BL492,IT2451,B43133,6,60
TID0904,BL109,IT1390,L54290,3,15
TID7597,BL611,IT0405,I56543,4,24
TID8487,BL386,IT3069,A03927,1,6
TID1233,BL579,IT7897,Y83903,5,35
TID5094,BL877,IT0131,E81900,4,28
TID6087,BL338,IT7421,T55355,2,20
TID6629,BL604,IT7879,H14118,3,18
TID2614,BL658,IT4634,G63285,5,40
TID1572,BL880,IT7945,U94976,2,14
TID5152,BL591,IT3164,Z27629,1,10
TID8899,BL395,IT8924,U75573,3,27
TID0573,BL526,IT6880,M98546,4,28
TID3455,BL597,IT2577,T03672,1,10
TID1318,BL108,IT6822,L41053,4,32
TID4048,BL992,IT4895,O79221,3,18
TID0103,BL962,IT3366,J58094,5,30
TID2452,BL090,IT3428,B01399,2,16
TID4494,BL227,IT3735,T82781,2,14
TID6723,BL416,IT2692,A92111,6,60
TID6221,BL661,IT8523,C83222,6,30
TID6646,BL320,IT4605,Z20874,2,20
TID3923,BL928,IT5700,D05465,5,25
TID0485,BL036,IT4044,M03151,4,40
TID2261,BL170,IT1978,Z57490,4,28
TID3190,BL139,IT7097,X77409,1,10
TID6501,BL259,IT8582,B45376,6,60
TID5595,BL933,IT6807,D22213,3,18
TID4716,BL767,IT7441,S36677,1,9
TID2975,BL486,IT7676,C26036,1,9
TID9377,BL646,IT0620,E46183,2,16
TID2393,BL532,IT8818,R66076,2,18
TID0997,BL657,IT3206,L13260,4,20
TID6202,BL865,IT2101,L37037,5,45
TID4709,BL140,IT4496,S32114,5,35
TID2031,BL117,IT7441,U42885,6,30
TID3363,BL535,IT8815,C13382,6,30
TID7234,BL813,IT4496,T78690,2,12
TID3706,BL805,IT9851,L93295,6,54
TID8932,BL800,IT2405,N96113,6,48
TID8395,BL164,IT8003,X08747,4,40
TID8091,BL661,IT2101,P39790,3,24
TID8461,BL542,IT0309,T95700,2,18
TID1744,BL183,IT4908,C40749,3,27
TID6195,BL456,IT2634,Y58202,6,30
TID2545,BL810,IT5570,E18124,5,35
TID6944,BL937,IT8543,N94210,2,10
TID3056,BL076,IT7252,G93490,5,45
TID1348,BL384,IT4464,D97504,6,30
TID9298,BL780,IT1436,F12265,3,15
TID7228,BL134,IT0217,J38352,1,10
TID1236,BL288,IT1969,M35543,6,30
TID6405,BL899,IT1769,O35926,6,36
TID6352,BL813,IT3912,N32348,4,20
TID2840,BL767,IT5440,W11092,3,24
TID2584,BL695,IT0630,O46516,2,12
TID5695,BL413,IT8709,B23942,3,18
TID4021,BL688,IT3481,X04134,3,21
TID0066,BL233,IT2233,D34327,3,27
TID0587,BL634,IT1530,O32066,2,20
TID8516,BL183,IT7897,S08352,2,16
TID5222,BL331,IT8497,Y29885,3,30
TID2330,BL183,IT3735,I43255,1,7
TID2810,BL386,IT8683,V86014,5,25
TID9516,BL461,IT5611,O94798,5,25
TID9374,BL484,IT3417,Z41678,6,54
TID4559,BL104,IT3206,U23401,3,18
TID6997,BL386,IT5790,R27608,2,20
TID1630,BL696,IT7911,H16212,3,27
TID3532,BL340,IT7706,O64417,3,24
TID9640,BL683,IT1530,I54125,2,20
TID7287,BL293,IT2983,N09230,2,10
TID0534,BL736,IT9938,D98982,3,27
TID3718,BL542,IT0918,E72642,6,42
TID0631,BL486,IT6280,K26287,2,18
TID7258,BL655,IT8478,H40479,4,32
TID1455,BL914,IT8073,Q85125,2,12
TID5890,BL231,IT3481,E77351,3,24
TID6223,BL848,IT5386,Z65995,5,25
TID5678,BL909,IT5700,M27509,1,10
TID7566,BL713,IT1909,T74266,6,54
TID7597,BL604,IT9853,O89351,1,9
TID3038,BL841,IT7265,A57696,1,8
TID6391,BL524,IT6822,D72214,3,24
TID4486,BL636,IT8362,I30072,2,20
TID1239,BL860,IT9524,G31564,2,14
TID5775,BL004,IT7097,V25815,2,14
TID8225,BL114,IT2451,J34008,1,10
TID5024,BL914,IT8922,B44666,5,25
TID5354,BL646,IT5867,J09875,5,25
TID2053,BL480,IT7259,X29780,3,30
TID5298,BL126,IT3342,M50934,2,10
TID7904,BL033,IT0132,P55173,4,32
TID7114,BL491,IT3412,Z99583,1,8
TID2356,BL389,IT1593,G50683,1,5
TID5011,BL443,IT7406,A57166,2,18
TID4855,BL109,IT5803,K18629,5,45
TID3008,BL119,IT6946,U69482,6,30
TID2246,BL114,IT5570,E20245,6,54
TID2803,BL421,IT0780,O36572,4,32
TID5337,BL852,IT4429,J29980,6,42
TID1291,BL780,IT5867,X07166,1,8
TID9605,BL460,IT9318,F18862,6,36
TID4172,BL300,IT4257,I72151,3,24
TID8629,BL501,IT4386,Q63579,6,42
TID1649,BL719,IT6989,F86135,6,60
TID3965,BL036,IT0317,S73445,1,9
TID7966,BL300,IT6757,L66235,2,20
TID5310,BL719,IT3070,Z17700,1,10
TID1351,BL036,IT9542,N98057,2,14
TID5237,BL593,IT5090,V64113,2,14
TID7854,BL538,IT0332,M94202,5,30
TID2553,BL034,IT0780,D12719,6,36
TID9130,BL534,IT8081,K63830,6,60
TID6435,BL719,IT0309,I56462,4,24
TID9472,BL534,IT2374,B90616,5,35
TID5810,BL377,IT4634,V42785,5,40
TID1978,BL676,IT2328,R96208,1,7
TID5407,BL880,IT2778,K86134,2,12
TID2859,BL736,IT6396,F35767,3,18
TID2542,BL510,IT6801,H79982,2,14
TID9484,BL530,IT7341,M66755,1,6
TID7097,BL227,IT5742,B90093,5,40
TID6846,BL992,IT1521,M51437,3,21
TID0977,BL593,IT6837,M59806,3,24
TID3828,BL758,IT5362,D22848,6,30
TID1210,BL118,IT6961,T40216,2,10
TID2098,BL515,IT7233,I05864,5,25
TID5865,BL158,IT7213,B33044,4,24
TID9683,BL164,IT4386,F61056,6,54
TID2313,BL134,IT2448,I16265,1,5
TID1383,BL780,IT5867,K71768,2,16
TID7415,BL288,IT6053,D30548,5,35
TID4395,BL950,IT5801,I56693,3,15
TID7625,BL402,IT1577,Q91111,6,54
TID5709,BL604,IT3327,N86239,4,40
TID2523,BL770,IT5884,C26703,3,21
TID5454,BL695,IT2266,F60209,2,18
TID9263,BL542,IT0630,T47662,3,30
TID6820,BL907,IT5570,T01468,1,5
TID6429,BL486,IT3364,B24838,4,20
TID1507,BL036,IT7879,R59191,2,14
TID8770,BL577,IT0426,F02198,3,30
TID2243,BL355,IT9282,C56697,1,8
TID2340,BL665,IT0227,F28754,4,40
TID7198,BL524,IT5925,L89604,2,14
TID1044,BL652,IT4430,Z52807,4,24
TID3233,BL298,IT4169,L56369,4,40
TID3297,BL545,IT7090,K46267,2,16
TID0132,BL593,IT9444,N32237,6,60
TID5350,BL585,IT5870,D26249,5,40
TID2246,BL086,IT1939,D09989,3,15
TID1113,BL700,IT9371,J53997,5,30
TID5422,BL872,IT2214,U05315,4,40
TID1034,BL461,IT3428,Q00442,3,15
TID0976,BL492,IT7609,A80279,4,24
TID4864,BL736,IT2577,J07678,2,16
TID4251,BL444,IT7202,E91074,2,14
TID2733,BL183,IT1518,V26532,6,60
TID5120,BL370,IT6999,S90802,1,7
TID0609,BL033,IT4618,K96230,6,60
TID2493,BL162,IT2920,H72948,4,40
TID2987,BL673,IT1969,G78920,1,10
TID9828,BL895,IT0797,P85727,6,60
TID6937,BL850,IT9852,E84717,6,54
TID2583,BL571,IT0838,U57124,6,48
TID5479,BL590,IT3481,L65371,3,24
TID2393,BL076,IT1677,H81640,5,40
TID1554,BL571,IT0243,B88525,4,32
TID5672,BL117,IT7441,E24282,4,20
TID7296,BL538,IT7701,P58968,5,25
TID6017,BL544,IT6801,F27000,3,30
TID0053,BL991,IT8265,N93288,5,40
TID5915,BL395,IT0620,D22872,6,42
TID9313,BL909,IT5700,U42588,4,40
TID2859,BL001,IT8818,E37804,5,40
TID0311,BL231,IT8818,M66439,2,10
TID8280,BL973,IT6678,A43946,6,60
TID7127,BL060,IT9168,Q03119,5,30
TID8139,BL610,IT8478,V64008,5,25
TID1057,BL472,IT3972,Y75657,3,27
TID9346,BL049,IT6622,A62347,2,16
TID2033,BL288,IT1536,N43924,2,18
TID9492,BL103,IT7202,G94536,1,10
TID2961,BL183,IT9717,I76920,6,60
TID3107,BL114,IT5619,S08344,3,18
TID5689,BL614,IT8322,G79729,5,25
TID5444,BL526,IT0838,F31975,2,20
TID6087,BL184,IT3619,P42429,2,10
TID7393,BL515,IT3417,L08073,6,60
TID8545,BL407,IT0125,D52667,1,6
TID9203,BL337,IT3299,O26367,1,8
TID1221,BL183,IT5619,L73363,4,28
TID9382,BL591,IT1859,N93126,2,18
TID0540,BL475,IT8952,R73446,5,35
TID3118,BL492,IT1536,E46750,2,14
TID4035,BL810,IT6906,Z69906,2,18
TID1028,BL364,IT3378,O54735,5,40
TID6723,BL576,IT0317,M37841,6,54
TID0884,BL553,IT2577,P39888,4,40
TID6229,BL486,IT7090,V72192,4,24
TID7501,BL324,IT8582,V69810,2,20
TID9131,BL478,IT3593,J63013,4,40
TID8969,BL119,IT2983,W05607,3,18
TID2265,BL618,IT4605,G38517,6,54
TID9513,BL842,IT8244,E89084,2,20
TID7734,BL288,IT8282,S56923,2,10
TID3066,BL532,IT9168,Z84897,1,7
TID9045,BL781,IT4598,B68893,6,48
TID2115,BL020,IT4169,T13895,4,28
TID2280,BL026,IT1249,D51845,2,10
TID6078,BL520,IT0995,V99441,6,36
TID5404,BL698,IT6717,E67262,5,40
TID8811,BL937,IT7069,T08859,4,36
TID6266,BL022,IT1114,U11664,2,16
TID2592,BL640,IT1317,S03435,4,24
TID4257,BL371,IT4985,W28775,3,15
TID3522,BL109,IT9294,Q34125,5,50
TID3259,BL072,IT5986,Q57104,1,9
TID4778,BL034,IT8519,H60565,3,27
TID0850,BL264,IT0288,F15538,6,54
TID9605,BL831,IT7598,I85672,2,18
TID6675,BL618,IT6807,L44485,2,20
TID7621,BL057,IT4832,N67222,1,8
TID9028,BL972,IT7102,Y12988,1,5
TID0260,BL492,IT5742,L31362,5,50
TID0997,BL982,IT4496,X82398,6,42
TID0805,BL946,IT9847,F93694,5,25
TID5391,BL444,IT8233,Y00798,1,5
TID5023,BL797,IT4956,F49087,6,60
TID5456,BL013,IT3412,V09779,6,36
TID6656,BL673,IT4908,Z52533,1,5
TID6877,BL640,IT0427,Y89728,2,12
TID6647,BL836,IT2840,N10732,4,24
TID1366,BL118,IT9328,W53992,5,25
TID8427,BL183,IT5863,U25554,4,36
TID1678,BL877,IT8322,P88399,5,50
TID8143,BL536,IT2101,R89972,6,42
TID1987,BL492,IT5742,Z63774,1,10
TID1138,BL416,IT2113,R02615,4,36
TID8172,BL834,IT5662,S31309,2,20
TID1944,BL728,IT3305,A67953,6,48
TID8950,BL012,IT1261,P47655,2,12
TID0001,BL736,IT6396,U98663,2,12
TID4437,BL302,IT7252,R28592,1,6
TID5978,BL937,IT5228,L15535,1,10
TID5912,BL471,IT1978,Q44488,2,16
TID2121,BL485,IT5863,K41753,4,40
TID9936,BL638,IT4738,E91014,3,15
TID8337,BL665,IT0217,W48341,2,20
TID3405,BL134,IT3283,R72661,2,12
TID5775,BL913,IT2266,W07167,1,9
TID7938,BL278,IT7436,X01318,5,25
TID9786,BL660,IT3533,U69871,5,35
TID4343,BL374,IT8818,J68447,3,24
TID2217,BL331,IT9318,F43933,6,36
TID8779,BL022,IT1976,Q02978,1,10
TID8523,BL655,IT0838,F52120,4,40
TID3036,BL013,IT3226,M74972,2,16
TID4860,BL923,IT3619,D93415,6,54
TID0985,BL767,IT6965,V83033,5,50
TID9807,BL719,IT3070,L18707,6,60
TID9257,BL716,IT8924,V10072,3,30
TID5992,BL028,IT2113,O81092,5,35
TID5372,BL296,IT7599,S13992,4,24
TID9047,BL460,IT1994,D35456,6,54
TID0890,BL872,IT9851,H72277,2,20
TID6334,BL317,IT2954,K35269,3,30
TID1239,BL384,IT9291,Q65720,4,32
TID3713,BL914,IT9912,J89587,2,18
TID6009,BL302,IT4509,J67547,2,12
TID8736,BL736,IT7630,S66806,1,6
TID7804,BL104,IT3206,D73529,2,12
TID9391,BL395,IT2491,S41826,1,6
TID6916,BL233,IT6876,N76870,2,18
TID2052,BL982,IT4496,S64675,2,14
TID2240,BL013,IT3710,P81341,2,18
TID7410,BL413,IT9181,E10434,1,10
TID8535,BL813,IT6930,R41859,4,36
TID0942,BL544,IT6577,J43704,4,40
TID7902,BL146,IT0836,N88605,1,9
TID8505,BL914,IT0580,Y77730,6,60
TID1446,BL184,IT8182,F14375,2,16
TID2455,BL673,IT3944,T13711,4,24
TID5422,BL162,IT8815,O56108,5,50
TID2157,BL364,IT3378,L03745,5,40
TID2243,BL486,IT5379,W85421,2,14
TID5704,BL316,IT1968,B46108,1,8
TID4209,BL571,IT0838,E25746,5,40
TID2165,BL317,IT3917,G41366,6,30
TID6890,BL001,IT3973,X65474,6,48
TID3624,BL813,IT1511,Q31025,5,45
TID0898,BL937,IT9223,Y99298,2,16
TID9036,BL604,IT4509,A73174,1,9
TID0620,BL611,IT7230,E05159,5,40
TID7753,BL758,IT1370,Y23383,6,60
TID1361,BL091,IT0266,L14503,4,28
TID2327,BL743,IT8683,J43001,2,12
TID8783,BL334,IT2634,E85433,1,10
TID3418,BL571,IT4618,F73896,2,18
TID0056,BL104,IT8952,E11496,5,35
TID9459,BL395,IT4712,W59054,1,8
TID8286,BL179,IT0022,A10773,5,50
TID4052,BL047,IT9523,P65371,3,21
TID1258,BL530,IT6736,C18563,2,14
TID2782,BL656,IT7283,E49348,5,35
TID8710,BL842,IT7893,R44947,1,10
TID3098,BL105,IT1799,X51639,2,16
TID9181,BL745,IT5763,I26185,3,30
TID6530,BL747,IT0397,P92736,4,28
TID1683,BL542,IT0918,K03492,2,14
TID2963,BL258,IT4429,J57224,5,40
TID3421,BL183,IT1577,K60793,2,18
TID0780,BL478,IT2451,L14039,2,20
TID9383,BL407,IT3069,F53375,4,32
TID7794,BL332,IT8445,H90798,4,36
TID3591,BL683,IT6999,S42797,3,27
TID5484,BL338,IT5504,U37820,5,50
TID3400,BL659,IT7112,H98543,3,24
TID3493,BL907,IT6822,P25801,5,50
TID3566,BL810,IT4552,B63729,5,45
TID0461,BL492,IT1536,H49309,3,21
TID8127,BL656,IT5522,C02020,3,21
TID4525,BL340,IT7706,V61556,5,40
TID6575,BL877,IT6999,X48748,4,20
TID2631,BL874,IT6599,F71148,4,40
TID2335,BL233,IT4257,F35404,4,20
TID5660,BL433,IT1381,D78497,4,32
TID8430,BL980,IT6162,Y47721,3,15
TID6504,BL028,IT0005,K33909,4,32
TID1366,BL907,IT8065,U86718,1,8
TID8498,BL484,IT4956,T13510,1,7
TID3442,BL014,IT1325,P06510,3,18
TID4213,BL179,IT1198,A85063,2,12
TID3471,BL713,IT1909,E15654,4,36
TID9061,BL914,IT7624,N03043,3,21
TID7588,BL673,IT3944,E36918,4,24
TID0277,BL745,IT5763,D07514,6,60
TID9511,BL841,IT6648,G16381,5,50
TID4128,BL638,IT2190,Z01970,3,15
TID3109,BL241,IT9853,D93905,3,15
TID4057,null,IT6622,R57935,5,25
TID5814,BL895,IT4496,L23661,4,28
TID5269,BL842,IT9806,U59129,6,60
TID8616,BL108,IT3371,U92940,4,20
TID8608,BL895,IT8519,T46654,5,40
TID5961,BL173,IT4409,K26535,3,18
TID7372,BL715,IT0422,B87561,6,30
TID5468,BL732,IT8459,E39274,3,24
TID4591,BL924,IT2577,X83806,1,7
TID7027,BL280,IT9339,C64292,4,40
TID2998,BL229,IT6425,H13273,5,40
TID1529,BL504,IT6648,C33197,1,9
TID1704,BL402,IT4137,E58015,1,9
TID8138,BL495,IT8115,G33796,6,36
TID1314,BL576,IT7319,J65849,1,10
TID3626,BL728,IT2025,E69246,1,8
TID6914,BL137,IT8523,M44761,3,30
TID5585,BL564,IT8996,G88124,6,42
TID9650,BL836,IT0492,P56372,3,27
TID8156,BL791,IT0540,H83270,3,18
TID8927,BL898,IT7701,T46513,1,10
TID6803,BL087,IT3378,N04295,5,30
TID7663,BL484,IT8952,E52614,4,40
TID0067,BL810,IT8501,R31189,2,18
TID3074,BL639,IT0266,S76231,6,48
TID5724,BL618,IT2122,V56281,6,42
TID8335,BL963,IT7507,P30542,2,14
TID4521,BL526,IT6880,I28426,1,7
TID7407,BL973,IT0769,V22359,4,28
TID1128,BL821,IT0317,W52232,4,36
TID2268,BL770,IT3226,C32182,4,40
TID0389,BL103,IT5863,J53521,3,24
TID9270,BL834,IT3097,L23141,2,12
TID5760,BL676,IT7337,R11256,1,6
TID1172,BL004,IT9717,F03673,3,30
TID4594,BL895,IT3917,I35017,1,9
TID5497,BL033,IT6599,Z46214,4,32
TID8170,BL894,IT4169,Y79623,4,40
TID5732,BL010,IT0768,B24318,6,48
TID8640,null,IT4257,K01378,6,42
TID6327,BL767,IT6965,G61487,4,40
TID0575,BL407,IT0523,R64773,2,12
TID3027,BL576,IT8825,H33374,3,24
TID3892,BL534,IT2374,Y64703,5,35
